date,action,ticker,price,note,analyst
2026-05-07,SELL,ARM,229.55,,Knox Ridley
2026-05-04,SELL,AEHR,94.25,,Knox Ridley
2026-05-04,SELL,NBIS,169.36,,Knox Ridley
2026-05-01,SELL,SNDK,1101.63,,Knox Ridley
2026-04-28,BUY,AEHR,76.83,,Knox Ridley
2026-04-28,BUY,NBIS,133.11,,Knox Ridley
2026-04-27,BUY,AMD,335.84,,Knox Ridley
2026-04-27,SELL,NVDA,209.67,,Knox Ridley
2026-04-24,BUY,ARM,230.56,,Knox Ridley
2026-04-21,BUY,NEE,91.68,,Knox Ridley
2026-04-21,SELL,RDDT,166.26,,Knox Ridley
2026-04-21,SELL,NET,206.0,,Knox Ridley
2026-04-21,SELL,CLS,405.75,,Knox Ridley
2026-04-14,SELL,BTCUSD,68080.0,,Knox Ridley
2026-04-06,BUY,AEHR,48.3,,Knox Ridley
2026-04-02,SELL,SNDK,695.07,,Knox Ridley
2026-04-02,SELL,LITE,802.91,,Knox Ridley
2026-04-01,SELL,LITE,779.0,,Knox Ridley
2026-03-31,SELL,AVGO,302.84,,Knox Ridley
2026-03-31,SELL,AMD,200.58,,Knox Ridley
2026-03-27,BUY,COHR,241.92,,Knox Ridley
2026-03-26,BUY,GOOGL,280.03,,Knox Ridley
2026-03-20,BUY,SNDK,518.6,,Knox Ridley
2026-03-09,BUY,MU,364.03,,Knox Ridley
2026-03-09,BUY,BE,135.0,,Knox Ridley
2026-03-06,BUY,AAOI,93.8,,Knox Ridley
2026-03-05,BUY,CLS,260.71,,Knox Ridley
2026-03-03,BUY,ALAB,118.52,,Knox Ridley
2026-02-27,BUY,SNDK,649.3,,Knox Ridley
2026-02-27,SELL,CRWV,78.77,,Knox Ridley
2026-02-25,SELL,LITE,754.8,,Knox Ridley
2026-02-25,SELL,APP,414.29,,Knox Ridley
2026-02-09,SELL,CRWV,95.71,,Knox Ridley
2026-02-06,SELL,BTCUSD,71003.0,,Knox Ridley
2026-02-06,SELL,APLD,34.91,,Knox Ridley
2026-02-06,SELL,AMD,209.02,,Knox Ridley
2026-02-05,BUY,META,658.51,,Knox Ridley
2026-02-04,BUY,BTCUSD,72333.0,,Knox Ridley
2026-02-04,BUY,PLTR,137.9,,Knox Ridley
2026-02-04,BUY,MU,377.91,,Knox Ridley
2026-02-04,SELL,GEV,733.67,,Knox Ridley
2026-02-04,SELL,INOD,49.82,,Knox Ridley
2026-02-03,BUY,BTCUSD,76301.0,,Knox Ridley
2026-02-03,BUY,SNDK,663.6,,Knox Ridley
2026-02-03,BUY,NET,166.55,,Knox Ridley
2026-02-03,BUY,RDDT,163.7,,Knox Ridley
2026-02-03,BUY,LITE,434.4,,Knox Ridley
2026-02-03,SELL,NVDA,179.61,,Knox Ridley
2026-02-03,BUY,MU,418.73,,Knox Ridley
2026-02-02,SELL,COHR,228.07,,Knox Ridley
2026-02-02,BUY,META,712.2,,Knox Ridley
2026-02-02,BUY,PLTR,148.62,,Knox Ridley
2026-02-02,BUY,RDDT,179.82,,Knox Ridley
2026-02-02,SELL,AAOI,49.02,,Knox Ridley
2026-01-30,BUY,SNDK,650.98,,Knox Ridley
2026-01-29,BUY,INOD,59.26,,Knox Ridley
2026-01-29,BUY,APLD,37.45,,Knox Ridley
2026-01-28,BUY,AMD,256.81,,Knox Ridley
2026-01-28,SELL,AVGO,333.17,,Knox Ridley
2026-01-28,BUY,LITE,387.25,,Knox Ridley
2026-01-28,SELL,ALAB,175.49,,Knox Ridley
2026-01-21,SELL,CRDO,139.03,,Knox Ridley
2026-01-14,BUY,BE,130.38,,Knox Ridley
2025-12-29,BUY,COHR,186.83,,Knox Ridley
2025-12-29,BUY,APP,689.91,,Knox Ridley
2025-12-23,BUY,APP,722.14,,Knox Ridley
2025-12-23,BUY,BE,89.95,,Knox Ridley
2025-12-23,BUY,CRWV,80.61,,Knox Ridley
2025-12-23,BUY,AAOI,39.29,,Knox Ridley
2025-12-19,BUY,MU,265.98,,Knox Ridley
2025-12-18,SELL,BTCUSD,85198.0,,Knox Ridley
2025-12-18,SELL,BE,81.09,,Knox Ridley
2025-12-17,SELL,CRWV,66.09,,Knox Ridley
2025-12-17,BUY,COHR,174.16,,Knox Ridley
2025-12-16,BUY,GEV,686.15,,Knox Ridley
2025-12-10,SELL,ALAB,166.76,,Knox Ridley
2025-12-10,BUY,NET,208.55,,Knox Ridley
2025-12-10,BUY,COHR,192.53,,Knox Ridley
2025-12-10,BUY,AVGO,402.39,,Knox Ridley
2025-12-09,BUY,LITE,351.89,,Knox Ridley
2025-12-03,BUY,AMD,216.01,,Knox Ridley
2025-12-02,BUY,CRWV,66.0,,Knox Ridley
2025-11-21,BUY,CRDO,126.0,,Knox Ridley
2025-11-21,BUY,BE,77.0,,Knox Ridley
2025-11-21,BUY,ALAB,132.0,,Knox Ridley
2025-11-20,SELL,WULF,11.61,,Knox Ridley
2025-11-20,SELL,GLXY,24.2,,Knox Ridley
2025-11-20,BUY,GLXY,24.99,,Knox Ridley
2025-11-18,BUY,CRWV,72.94,,Knox Ridley
2025-11-17,BUY,NVDA,184.71,,Knox Ridley
2025-11-13,BUY,AAOI,20.21,,Knox Ridley
2025-11-13,BUY,CRDO,140.92,,Knox Ridley
2025-11-13,BUY,RDDT,190.22,,Knox Ridley
2025-11-13,BUY,GEV,541.25,,Knox Ridley
2025-11-13,BUY,BE,100.24,,Knox Ridley
2025-11-13,BUY,ALAB,139.96,,Knox Ridley
2025-11-13,SELL,APP,559.8,,Knox Ridley
2025-11-12,SELL,APLD,25.68,,Knox Ridley
2025-11-12,SELL,CORZ,16.1,,Knox Ridley
2025-11-11,SELL,CRWV,90.05,,Knox Ridley
2025-11-11,BUY,AAOI,23.96,,Knox Ridley
2025-11-11,SELL,IREN,57.76,,Knox Ridley
2025-11-07,SELL,INOD,63.82,,Knox Ridley
2025-11-06,SELL,INOD,61.59,,Knox Ridley
2025-11-06,BUY,GEV,549.81,,Knox Ridley
2025-11-06,SELL,ORCL,241.97,,Knox Ridley
2025-11-04,BUY,CORZ,21.48,,Knox Ridley
2025-11-04,BUY,APLD,31.18,,Knox Ridley
2025-11-04,BUY,CRWV,116.12,,Knox Ridley
2025-11-04,BUY,IREN,67.0,,Knox Ridley
2025-11-04,BUY,AAOI,28.56,,Knox Ridley
2025-11-04,BUY,CRDO,164.76,,Knox Ridley
2025-11-04,SELL,ETHUSD,3418.0,,Knox Ridley
2025-11-04,SELL,BTCUSD,103536.0,,Knox Ridley
2025-11-03,BUY,IREN,71.92,,Knox Ridley
2025-10-31,BUY,CRDO,189.63,,Knox Ridley
2025-10-31,SELL,RIOT,20.58,,Knox Ridley
2025-10-28,BUY,BE,132.25,,Knox Ridley
2025-10-28,BUY,NVDA,199.72,,Knox Ridley
2025-10-28,BUY,CORZ,20.46,,Knox Ridley
2025-10-28,BUY,AAOI,35.58,,Knox Ridley
2025-10-27,SELL,LINKUSD,18.76,,Knox Ridley
2025-10-22,BUY,CRDO,135.4,,Knox Ridley
2025-10-22,BUY,ALAB,149.83,,Knox Ridley
2025-10-22,BUY,RDDT,196.3,,Knox Ridley
2025-10-22,SELL,META,739.29,,Knox Ridley
2025-10-22,SELL,OKLO,127.46,,Knox Ridley
2025-10-21,BUY,INOD,74.79,,Knox Ridley
2025-10-20,BUY,IREN,57.83,,Knox Ridley
2025-10-20,BUY,CRWV,127.7,,Knox Ridley
2025-10-20,BUY,ALAB,155.79,,Knox Ridley
2025-10-17,BUY,AAOI,29.05,,Knox Ridley
2025-10-17,BUY,CRWV,133.69,,Knox Ridley
2025-10-16,BUY,CRDO,132.42,,Knox Ridley
2025-10-16,BUY,ALAB,162.38,,Knox Ridley
2025-10-14,BUY,ALAB,160.94,,Knox Ridley
2025-10-13,BUY,CRWV,136.87,,Knox Ridley
2025-10-10,BUY,OKLO,152.42,,Knox Ridley
2025-10-10,BUY,APLD,37.2,,Knox Ridley
2025-10-08,BUY,RDDT,195.8,,Knox Ridley
2025-10-07,BUY,LINKUSD,22.0,,Knox Ridley
2025-10-07,BUY,GLXY,40.77,,Knox Ridley
2025-10-06,BUY,RIOT,21.4,,Knox Ridley
2025-10-06,BUY,AMD,220.82,,Knox Ridley
2025-10-02,SELL,WULF,12.26,,Knox Ridley
2025-10-02,SELL,APLD,26.77,,Knox Ridley
2025-09-25,BUY,LINKUSD,19.96,,Knox Ridley
2025-09-25,BUY,ETHUSD,4004.0,,Knox Ridley
2025-09-25,SELL,SMR,36.32,,Knox Ridley
2025-09-25,SELL,RDDT,225.03,,Knox Ridley
2025-09-25,SELL,OKLO,114.57,,Knox Ridley
2025-09-25,BUY,ETHUSD,3972.0,,Knox Ridley
2025-09-24,SELL,LITE,156.45,,Knox Ridley
2025-09-24,SELL,RIOT,18.24,,Knox Ridley
2025-09-24,SELL,BE,67.4,,Knox Ridley
2025-09-22,SELL,BTCUSD,113338.0,,Knox Ridley
2025-09-19,SELL,INOD,72.45,,Knox Ridley
2025-09-19,SELL,APP,626.3,,Knox Ridley
2025-09-19,BUY,SMR,43.22,,Knox Ridley
2025-09-19,SELL,ALAB,233.07,,Knox Ridley
2025-09-18,BUY,OKLO,104.43,,Knox Ridley
2025-09-17,SELL,INOD,68.34,,Knox Ridley
2025-09-16,SELL,BE,72.15,,Knox Ridley
2025-09-15,BUY,RIOT,16.42,,Knox Ridley
2025-09-12,SELL,NBIS,89.57,,Knox Ridley
2025-09-11,BUY,ORCL,314.76,,Knox Ridley
2025-09-11,SELL,TSM,261.25,,Knox Ridley
2025-09-10,BUY,LITE,163.4,,Knox Ridley
2025-09-10,BUY,RDDT,258.28,,Knox Ridley
2025-09-10,BUY,CRDO,160.0,,Knox Ridley
2025-09-10,BUY,ORCL,325.21,,Knox Ridley
2025-09-09,BUY,APP,552.37,,Knox Ridley
2025-09-09,BUY,AVGO,337.28,,Knox Ridley
2025-09-09,BUY,NBIS,96.12,,Knox Ridley
2025-09-09,BUY,APLD,15.04,,Knox Ridley
2025-09-09,BUY,WULF,10.07,,Knox Ridley
2025-09-09,SELL,MARA,15.95,,Knox Ridley
2025-09-09,SELL,AMD,155.52,,Knox Ridley
2025-09-04,SELL,ALAB,186.75,,Knox Ridley
2025-09-04,BUY,INOD,37.35,,Knox Ridley
2025-09-04,BUY,CRDO,138.14,,Knox Ridley
2025-08-29,SELL,COIN,304.78,,Knox Ridley
2025-08-26,SELL,BE,50.35,,Knox Ridley
2025-08-26,SELL,SOLUSD,191.05,,Knox Ridley
2025-08-26,BUY,AVGO,297.83,,Knox Ridley
2025-08-26,SELL,SMCI,44.12,,Knox Ridley
2025-08-26,SELL,BTCUSD,110125.0,,Knox Ridley
2025-08-22,BUY,LINKUSD,27.61,,Knox Ridley
2025-08-14,SELL,COHR,89.92,,Knox Ridley
2025-08-09,SELL,ETHUSD,4193.0,,Knox Ridley
2025-08-07,BUY,APP,436.75,,Knox Ridley
2025-07-31,SELL,ETHUSD,3756.0,,Knox Ridley
2025-07-31,SELL,COIN,380.53,,Knox Ridley
2025-07-29,SELL,COIN,369.5,,Knox Ridley
2025-07-28,BUY,SMCI,59.01,,Knox Ridley
2025-07-24,BUY,MARA,17.21,,Knox Ridley
2025-07-24,BUY,CRDO,99.38,,Knox Ridley
2025-07-24,BUY,OKLO,74.07,,Knox Ridley
2025-07-24,BUY,BE,32.93,,Knox Ridley
2025-07-24,SELL,CORZ,13.62,,Knox Ridley
2025-07-23,SELL,COHR,100.7,,Knox Ridley
2025-07-23,SELL,COIN,391.28,,Knox Ridley
2025-07-23,BUY,APP,359.02,,Knox Ridley
2025-07-23,BUY,CRDO,94.65,,Knox Ridley
2025-07-18,SELL,DELL,131.72,,Knox Ridley
2025-07-18,SELL,AMD,158.73,,Knox Ridley
2025-07-18,SELL,COHR,100.08,,Knox Ridley
2025-07-15,BUY,SMCI,52.81,,Knox Ridley
2025-07-10,BUY,SOLUSD,163.75,,Knox Ridley
2025-07-10,SELL,META,726.57,,Knox Ridley
2025-07-10,SELL,COIN,387.71,,Knox Ridley
2025-05-29,BUY,NVDA,135.59,,Knox Ridley
2025-05-09,SELL,BTCUSD,95350.0,,Knox Ridley
2025-04-24,SELL,CRDO,42.59,,Knox Ridley
2025-04-24,SELL,AVGO,188.56,,Knox Ridley
2025-04-24,SELL,MRVL,57.46,,Knox Ridley
2025-04-24,SELL,CRDO,43.39,,Knox Ridley
2025-04-21,BUY,META,482.48,,Knox Ridley
2025-04-10,SELL,APP,249.76,,Knox Ridley
2025-04-08,BUY,META,488.97,,Knox Ridley
2025-04-07,BUY,NVDA,87.99,,Knox Ridley
2025-04-07,BUY,ALAB,51.1,,Knox Ridley
2025-04-04,BUY,BE,16.64,,Knox Ridley
2025-04-04,BUY,CRDO,33.32,,Knox Ridley
2025-04-04,BUY,CORZ,7.43,,Knox Ridley
2025-04-04,BUY,AVGO,142.1,,Knox Ridley
2025-04-04,BUY,NVDA,94.48,,Knox Ridley
2025-04-04,BUY,BE,17.04,,Knox Ridley
2025-04-04,BUY,BE,1.97,,Knox Ridley
2025-04-04,BUY,CORZ,6.78,,Knox Ridley
2025-04-04,SELL,AOSL,20.98,,Knox Ridley
2025-04-01,SELL,DELL,97.26,,Knox Ridley
2025-03-07,BUY,ALAB,62.25,,Knox Ridley
2025-03-06,BUY,APP,279.66,,Knox Ridley
2025-03-05,BUY,APP,314.99,,Knox Ridley
2025-03-05,BUY,AVGO,188.92,,Knox Ridley
2025-03-05,BUY,CRDO,46.33,,Knox Ridley
2025-03-04,BUY,CRDO,52.53,,Knox Ridley
2025-03-04,BUY,COHR,68.08,,Knox Ridley
2025-03-04,BUY,ALAB,67.38,,Knox Ridley
2025-03-04,BUY,APP,318.46,,Knox Ridley
2025-03-03,BUY,COHR,72.74,,Knox Ridley
2025-03-03,BUY,ALAB,70.38,,Knox Ridley
2025-02-28,BUY,COHR,73.79,,Knox Ridley
2025-02-28,BUY,BTCUSD,80685.0,,Knox Ridley
2025-02-26,BUY,BTCUSD,82878.0,,Knox Ridley
2025-02-26,BUY,BTCUSD,83891.0,,Knox Ridley
2025-02-24,SELL,SOLUSD,144.83,,Knox Ridley
2025-02-24,SELL,RIOT,10.15,,Knox Ridley
2025-02-20,SELL,VRT,104.38,,Knox Ridley
2025-02-20,SELL,NVDA,140.2,,Knox Ridley
2025-02-18,SELL,SMTC,54.43,,Knox Ridley
2025-02-06,SELL,NVDA,126.78,,Knox Ridley
2025-02-03,BUY,AMD,114.45,,Knox Ridley
2025-01-27,BUY,ALAB,79.73,,Knox Ridley
2025-01-27,BUY,SMTC,54.37,,Knox Ridley
2025-01-27,BUY,CRDO,53.82,,Knox Ridley
2025-01-27,BUY,MRVL,99.7,,Knox Ridley
2025-01-27,SELL,MU,92.17,,Knox Ridley
2025-01-27,BUY,COHR,78.26,,Knox Ridley
2025-01-27,BUY,MRVL,103.01,,Knox Ridley
2025-01-27,BUY,VRT,108.27,,Knox Ridley
2025-01-27,BUY,CRDO,62.73,,Knox Ridley
2025-01-27,BUY,NVDA,125.06,,Knox Ridley
2025-01-27,BUY,AMD,117.88,,Knox Ridley
2025-01-27,BUY,SOLUSD,231.29,,Knox Ridley
2025-01-23,SELL,AOSL,42.08,,Knox Ridley
2025-01-15,BUY,SMTC,71.63,,Knox Ridley
2025-01-13,BUY,COIN,248.01,,Knox Ridley
2025-01-13,SELL,MARA,116.82,,Knox Ridley
2025-01-08,BUY,RIOT,11.77,,Knox Ridley
2025-01-08,BUY,MARA,18.05,,Knox Ridley
2025-01-07,BUY,RIOT,12.34,,Knox Ridley
2025-01-07,BUY,MARA,19.68,,Knox Ridley
2024-12-30,BUY,COIN,252.79,,Knox Ridley
2024-12-27,BUY,COIN,268.89,,Knox Ridley
2024-12-19,BUY,LINKUSD,22.19,,Knox Ridley
2024-12-18,SELL,MU,93.44,,Knox Ridley
2024-12-18,SELL,MRVL,110.97,,Knox Ridley
2024-12-16,BUY,AOSL,37.83,,Knox Ridley
2024-12-12,BUY,LINKUSD,27.91,,Knox Ridley
2024-12-12,BUY,LINKUSD,27.51,,Knox Ridley
2024-12-11,SELL,NET,114.91,,Knox Ridley
2024-12-10,BUY,DELL,117.68,,Knox Ridley
2024-12-03,BUY,LINKUSD,24.1,,Knox Ridley
2024-12-03,BUY,MRVL,94.91,,Knox Ridley
2024-11-27,SELL,LINKUSD,18.15,,Knox Ridley
2024-11-27,SELL,APP,327.0,,Knox Ridley
2024-11-27,SELL,ALAB,105.64,,Knox Ridley
2024-11-22,BUY,AOSL,37.4,,Knox Ridley
2024-11-22,BUY,DELL,143.54,,Knox Ridley
2024-11-21,BUY,AOSL,35.1,,Knox Ridley
2024-11-21,SELL,ETHUSD,3284.0,,Knox Ridley
2024-11-20,SELL,AMD,137.96,,Knox Ridley
2024-11-20,SELL,BTCUSD,94801.0,,Knox Ridley
2024-11-19,SELL,SOLUSD,241.3,,Knox Ridley
2024-11-15,BUY,APP,281.0,,Knox Ridley
2024-11-15,BUY,ALAB,85.59,,Knox Ridley
2024-11-15,BUY,TSM,185.66,,Knox Ridley
2025-11-14,BUY,TSM,190.3,,Knox Ridley
2025-11-13,SELL,BTCUSD,91785.0,,Knox Ridley
2025-11-11,SELL,AMD,146.78,,Knox Ridley
2025-11-11,SELL,COIN,326.43,,Knox Ridley
2025-11-10,SELL,BTCUSD,80515.0,,Knox Ridley
2025-11-10,SELL,SOLUSD,210.02,,Knox Ridley
2025-11-08,SELL,COIN,269.5,,Knox Ridley
2025-11-08,SELL,AOSL,28.45,,Knox Ridley
2025-11-04,BUY,COIN,181.19,,Knox Ridley
2025-10-09,SELL,AMD,171.07,,Knox Ridley
2025-10-04,SELL,DELL,120.15,,Knox Ridley
2025-10-04,BUY,COIN,169.18,,Knox Ridley
2025-10-04,SELL,NVDA,124.52,,Knox Ridley
2025-10-04,SELL,AMD,169.92,,Knox Ridley
2025-10-01,SELL,DELL,113.22,,Knox Ridley
2025-09-26,BUY,COIN,179.38,,Knox Ridley
2025-09-26,SELL,SMCI,392.85,,Knox Ridley
2025-09-25,SELL,AMD,162.14,,Knox Ridley
2025-09-25,SELL,NVDA,124.68,,Knox Ridley
2025-09-24,SELL,NVDA,118.42,,Knox Ridley
2025-09-24,SELL,AMD,154.98,,Knox Ridley
2025-09-24,SELL,MU,93.09,,Knox Ridley
2025-09-17,SELL,NVDA,117.64,,Knox Ridley
2025-09-10,BUY,MU,85.98,,Knox Ridley
2025-09-10,BUY,MU,85.98,,Knox Ridley
2025-09-10,SELL,AVGO,144.27,,Knox Ridley
2025-09-09,BUY,COIN,154.02,,Knox Ridley
2025-08-23,BUY,MU,89.91,,Knox Ridley
2024-08-03,BUY,SOLUSD,146.97,,Knox Ridley
2024-08-02,BUY,NVDA,105.73,,Knox Ridley
2024-08-02,SELL,AEHR,15.53,,Knox Ridley
2024-08-01,BUY,BTCUSD,62904.0,,Knox Ridley
2024-08-01,SELL,LRCX,871.36,,Knox Ridley
2024-07-30,BUY,AVGO,144.91,,Knox Ridley
2024-07-30,BUY,NVDA,106.78,,Knox Ridley
2024-07-29,BUY,DELL,111.96,,Knox Ridley
2024-07-24,BUY,AMD,145.96,,Knox Ridley
2024-07-24,BUY,NVDA,116.38,,Knox Ridley
2024-07-24,BUY,SMCI,735.05,,Knox Ridley
2024-07-24,BUY,DELL,118.72,,Knox Ridley
2024-07-19,SELL,MSFT,438.27,,Knox Ridley
2024-07-19,SELL,CRWD,303.83,,Knox Ridley
2024-07-19,SELL,MSFT,438.27,,Knox Ridley
2024-07-19,SELL,CRWD,303.83,,Knox Ridley
2024-07-18,BUY,AEHR,19.45,,Knox Ridley
2024-07-18,BUY,AMD,155.72,,Knox Ridley
2024-07-18,SELL,QLD/USD,101.36,,Knox Ridley
2024-07-17,BUY,DELL,125.03,,Knox Ridley
2024-07-17,BUY,NVDA,118.31,,Knox Ridley
